customer_id,first_name,last_name,email,active,address,district,postal_code,city,country,total_rentals,total_payments,first_rental,last_rental,avg_rental_duration
146,jamie,rice,jamie.rice@sakilacustomer.org,1,"879 newcastle way",michigan,90732,"sterling heights","united states",29,139.71,"2005-05-29 11:15:51","2005-08-23 15:36:05",5.2069
147,joanne,robertson,joanne.robertson@sakilacustomer.org,1,"1337 lincoln parkway",saitama,99457,urawa,japan,34,127.66,"2005-05-27 07:10:25","2005-08-23 20:53:20",4.9118
148,eleanor,hunt,eleanor.hunt@sakilacustomer.org,1,"1952 pune lane",saint-denis,92150,saint-denis,réunion,46,216.54,"2005-05-28 23:53:18","2005-08-23 05:57:04",5.2391
149,valerie,black,valerie.black@sakilacustomer.org,1,"782 mosul street",massachusetts,25545,brockton,"united states",26,121.74,"2005-05-29 11:37:35","2005-08-23 05:04:33",5.9615
150,danielle,daniels,danielle.daniels@sakilacustomer.org,1,"781 shimonoseki drive","michoacn de ocampo",95444,hidalgo,mexico,25,105.75,"2005-05-27 15:31:55","2005-08-21 19:47:55",5.4400
151,megan,palmer,megan.palmer@sakilacustomer.org,1,"1560 jelets boulevard",shandong,77777,laiwu,china,27,92.73,"2005-05-26 02:26:49","2005-08-23 20:31:38",3.9630
152,alicia,mills,alicia.mills@sakilacustomer.org,1,"1963 moscow place",assam,64863,nagaon,india,20,78.80,"2005-05-27 06:48:33","2005-08-21 19:51:30",4.2500
153,suzanne,nichols,suzanne.nichols@sakilacustomer.org,1,"456 escobar way","jakarta raya",36061,jakarta,indonesia,24,94.76,"2005-06-18 03:33:58","2005-08-23 06:15:09",4.8333
154,michele,grant,michele.grant@sakilacustomer.org,1,"798 cianjur avenue",shanxi,76990,yuncheng,china,30,130.70,"2005-05-27 21:14:26","2005-08-23 11:16:16",4.7333
155,gail,knight,gail.knight@sakilacustomer.org,1,"185 novi sad place",bern,41778,bern,switzerland,23,101.77,"2005-05-28 09:57:36","2005-08-22 12:01:48",4.7391
156,bertha,ferguson,bertha.ferguson@sakilacustomer.org,1,"1367 yantai manor","ondo & ekiti",21294,ondo,nigeria,25,101.75,"2005-05-30 09:29:30","2005-08-22 23:26:32",4.8800
157,darlene,rose,darlene.rose@sakilacustomer.org,1,"1386 nakhon sawan boulevard",pyongyang-si,53502,pyongyang,"north korea",31,113.69,"2005-05-27 05:48:19","2005-08-22 07:04:25",4.2903
158,veronica,stone,veronica.stone@sakilacustomer.org,1,"369 papeete way","north carolina",66639,greensboro,"united states",32,126.68,"2005-05-26 13:46:59","2005-08-23 14:26:51",4.7500
159,jill,hawkins,jill.hawkins@sakilacustomer.org,1,"1440 compton place","north austria",81037,linz,austria,21,68.79,"2005-05-27 22:16:26","2005-08-22 16:14:25",4.7143
160,erin,dunn,erin.dunn@sakilacustomer.org,1,"1623 bahía blanca manor",moskova,81511,ljubertsy,"russian federation",27,106.73,"2005-06-18 09:03:19","2005-08-23 21:49:33",4.7407
161,geraldine,perkins,geraldine.perkins@sakilacustomer.org,1,"97 shimoga avenue","tel aviv",44660,"tel aviv-jaffa",israel,30,112.70,"2005-05-27 16:10:58","2005-08-22 23:55:51",4.2333
162,lauren,hudson,lauren.hudson@sakilacustomer.org,1,"1740 le mans loop","pays de la loire",22853,"le mans",france,19,70.81,"2005-05-26 19:41:40","2005-08-22 20:41:53",4.0526
163,cathy,spencer,cathy.spencer@sakilacustomer.org,1,"1287 xi´angfan boulevard",gifu,57844,kakamigahara,japan,27,114.73,"2005-06-15 07:00:50","2005-08-23 15:39:38",5.1481
164,joann,gardner,joann.gardner@sakilacustomer.org,1,"842 salzburg lane",adana,3313,tarsus,turkey,16,66.84,"2005-05-31 02:05:39","2005-08-20 00:30:51",4.8750
165,lorraine,stephens,lorraine.stephens@sakilacustomer.org,1,"154 tallahassee loop",xinxiang,62250,hami,china,21,86.79,"2005-05-27 03:42:52","2005-08-23 15:23:50",4.6667
166,lynn,payne,lynn.payne@sakilacustomer.org,1,"710 san felipe del progreso avenue",lilongwe,76901,lilongwe,malawi,28,123.72,"2005-05-28 21:09:31","2005-08-23 14:31:50",4.6429
167,sally,pierce,sally.pierce@sakilacustomer.org,1,"1540 wroclaw drive",maharashtra,62686,chandrapur,india,32,119.68,"2005-05-26 18:36:58","2005-08-23 17:52:01",3.4688
168,regina,berry,regina.berry@sakilacustomer.org,1,"475 atšinsk way",gansu,59571,jinchang,china,33,134.67,"2005-05-27 13:31:51","2005-08-23 09:38:17",5.5455
169,erica,matthews,erica.matthews@sakilacustomer.org,0,"1294 firozabad drive",ji´angxi,70618,pingxiang,china,22,95.78,"2005-05-28 04:28:38","2005-08-23 09:33:22",4.5909
170,beatrice,arnold,beatrice.arnold@sakilacustomer.org,1,"1877 ezhou lane",rajasthan,63337,udaipur,india,26,119.74,"2005-05-26 08:33:10","2005-08-23 04:27:06",5.5769
171,dolores,wagner,dolores.wagner@sakilacustomer.org,1,"316 uruapan street",perak,58194,ipoh,malaysia,26,114.74,"2005-05-29 18:10:24","2005-08-23 14:43:15",5.5769
172,bernice,willis,bernice.willis@sakilacustomer.org,1,"29 pyongyang loop",batman,47753,batman,turkey,33,145.67,"2005-05-27 19:13:15","2005-08-23 22:14:31",5.4848
173,audrey,ray,audrey.ray@sakilacustomer.org,1,"1010 klerksdorp way",steiermark,6802,graz,austria,29,119.71,"2005-05-28 11:15:48","2005-08-23 21:10:24",4.5862
174,yvonne,watkins,yvonne.watkins@sakilacustomer.org,1,"1848 salala boulevard",miranda,25220,"ocumare del tuy",venezuela,21,92.79,"2005-05-25 05:12:29","2005-08-23 20:06:23",4.7143
175,annette,olson,annette.olson@sakilacustomer.org,1,"431 xi´angtan avenue",kerala,4854,"allappuzha (alleppey)",india,22,94.78,"2005-06-15 21:54:31","2005-08-22 04:22:31",5.3182
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,37,173.63,"2005-05-26 03:17:42","2005-08-23 18:36:44",5.7297
177,samantha,duncan,samantha.duncan@sakilacustomer.org,1,"146 johannesburg way",tamaulipas,54132,matamoros,mexico,23,71.77,"2005-06-15 16:12:50","2005-08-22 03:55:02",4.0870
178,marion,snyder,marion.snyder@sakilacustomer.org,1,"1891 rizhao boulevard","são paulo",47288,"santa bárbara d´oeste",brazil,38,189.62,"2005-06-15 09:03:52","2005-08-22 20:22:40",5.6316
179,dana,hart,dana.hart@sakilacustomer.org,1,"1089 iwatsuki avenue",kirov,35109,kirovo-tšepetsk,"russian federation",29,133.71,"2005-05-28 01:34:43","2005-08-23 20:20:23",5.0345
180,stacy,cunningham,stacy.cunningham@sakilacustomer.org,1,"1410 benin city parkway",risaralda,29747,pereira,colombia,22,93.78,"2005-05-31 16:39:33","2005-08-22 09:37:54",5.6364
181,ana,bradley,ana.bradley@sakilacustomer.org,1,"682 garden grove place",tennessee,67497,memphis,"united states",33,171.67,"2005-05-28 11:19:23","2005-08-23 02:01:20",6.0606
182,renee,lane,renee.lane@sakilacustomer.org,1,"533 al-ayn boulevard",california,8862,compton,"united states",26,97.74,"2005-05-26 01:51:48","2005-08-22 09:49:32",5.0385
183,ida,andrews,ida.andrews@sakilacustomer.org,1,"1839 székesfehérvár parkway",gois,55709,luziânia,brazil,23,76.77,"2005-05-27 10:12:00","2005-08-20 03:35:16",4.6522
184,vivian,ruiz,vivian.ruiz@sakilacustomer.org,1,"741 ambattur manor",noord-brabant,43310,´s-hertogenbosch,netherlands,23,90.77,"2005-05-26 06:55:58","2005-08-23 06:56:18",4.8261
185,roberta,harper,roberta.harper@sakilacustomer.org,1,"927 barcelona street","chaharmahal va bakht",65121,"shahr-e kord",iran,23,84.77,"2005-05-25 01:48:41","2005-08-21 14:51:35",4.3478
186,holly,fox,holly.fox@sakilacustomer.org,1,"435 0 way","west bengali",74750,haldia,india,30,111.70,"2005-05-28 11:20:29","2005-08-23 06:19:51",4.3333
187,brittany,riley,brittany.riley@sakilacustomer.org,1,"140 chiayi parkway",sumy,38982,sumy,ukraine,28,159.72,"2005-05-26 14:39:53","2005-08-23 19:59:33",6.3929
188,melanie,armstrong,melanie.armstrong@sakilacustomer.org,1,"1166 changhwa street",caraga,58852,bayugan,philippines,24,89.76,"2005-06-16 00:31:40","2005-08-23 01:39:10",3.8750
189,loretta,carpenter,loretta.carpenter@sakilacustomer.org,1,"891 novi sad manor",ontario,5379,oshawa,canada,22,93.78,"2005-05-31 16:15:31","2005-08-23 21:04:51",5.3182
190,yolanda,weaver,yolanda.weaver@sakilacustomer.org,1,"605 rio claro parkway",tabora,49348,tabora,tanzania,26,105.74,"2005-05-27 16:22:10","2005-08-21 19:24:51",5.3846
191,jeanette,greene,jeanette.greene@sakilacustomer.org,1,"1077 san felipe de puerto plata place",rostov-na-donu,65387,novotšerkassk,"russian federation",19,73.81,"2005-05-31 19:14:15","2005-08-22 22:12:02",4.5263
192,laurie,lawrence,laurie.lawrence@sakilacustomer.org,1,"9 san miguel de tucumán manor","uttar pradesh",90845,firozabad,india,22,94.78,"2005-05-30 08:50:43","2005-08-23 15:59:01",5.5000
193,katie,elliott,katie.elliott@sakilacustomer.org,1,"447 surakarta loop",nyanza,10428,kisumu,kenya,24,106.76,"2005-05-26 16:29:36","2005-08-23 02:26:10",4.3333
194,kristen,chavez,kristen.chavez@sakilacustomer.org,1,"345 oshawa boulevard",tokyo-to,32114,hino,japan,18,87.82,"2005-05-27 03:03:07","2005-08-23 18:43:22",5.0000
195,vanessa,sims,vanessa.sims@sakilacustomer.org,1,"1792 valle de la pascua place",nordrhein-westfalen,15540,siegen,germany,19,86.81,"2005-07-07 13:01:35","2005-08-23 22:19:33",4.7895
196,alma,austin,alma.austin@sakilacustomer.org,1,"1074 binzhou manor",baden-wrttemberg,36490,mannheim,germany,35,151.65,"2005-05-25 18:18:19","2005-08-23 20:10:13",4.7429
197,sue,peters,sue.peters@sakilacustomer.org,1,"817 bradford loop",ji´angsu,89459,changzhou,china,40,154.60,"2005-05-25 16:03:42","2005-08-23 04:12:52",4.8500
198,elsie,kelley,elsie.kelley@sakilacustomer.org,1,"955 bamenda way","ondo & ekiti",1545,ikerre,nigeria,37,141.63,"2005-05-27 06:37:15","2005-08-23 00:27:18",4.4865
199,beth,franklin,beth.franklin@sakilacustomer.org,1,"1149 a coruña (la coruña) boulevard",haiphong,95824,haiphong,vietnam,24,100.76,"2005-05-28 01:05:07","2005-08-23 12:41:07",5.0833
200,jeanne,lawson,jeanne.lawson@sakilacustomer.org,1,"387 mwene-ditu drive",ahal,8073,ashgabat,turkmenistan,26,133.74,"2005-05-26 16:20:56","2005-08-23 19:35:42",5.8077
201,vicki,fields,vicki.fields@sakilacustomer.org,1,"68 molodetšno manor",nordrhein-westfalen,4662,witten,germany,25,108.75,"2005-05-26 22:51:37","2005-08-23 20:06:04",5.0800
202,carla,gutierrez,carla.gutierrez@sakilacustomer.org,1,"642 nador drive",maharashtra,3924,bhusawal,india,26,103.74,"2005-06-15 20:55:42","2005-08-23 13:22:56",4.9231
203,tara,ryan,tara.ryan@sakilacustomer.org,1,"1688 nador lane","sulawesi utara",61613,gorontalo,indonesia,20,88.80,"2005-05-26 23:09:41","2005-08-23 20:27:34",5.3500
204,rosemary,schmidt,rosemary.schmidt@sakilacustomer.org,1,"1215 pyongyang parkway",usak,25238,usak,turkey,35,147.65,"2005-05-26 14:35:40","2005-08-22 23:48:56",4.3714
205,eileen,carr,eileen.carr@sakilacustomer.org,1,"1679 antofagasta street","alto paran",86599,"ciudad del este",paraguay,18,80.82,"2005-06-15 04:49:08","2005-08-22 23:54:14",5.5556
206,terri,vasquez,terri.vasquez@sakilacustomer.org,1,"1304 ´s-hertogenbosch way","santa catarina",10925,blumenau,brazil,27,126.73,"2005-06-17 02:27:03","2005-08-23 10:36:00",5.1111
207,gertrude,castillo,gertrude.castillo@sakilacustomer.org,1,"850 salala loop",kitaa,10800,nuuk,greenland,34,137.66,"2005-05-25 04:51:46","2005-08-23 07:25:29",5.8824
208,lucy,wheeler,lucy.wheeler@sakilacustomer.org,1,"624 oshawa boulevard","west bengali",89959,balurghat,india,24,85.76,"2005-05-25 16:50:28","2005-08-17 12:25:17",5.3333
209,tonya,chapman,tonya.chapman@sakilacustomer.org,1,"43 dadu avenue",rajasthan,4855,bhilwara,india,32,161.68,"2005-05-27 03:55:25","2005-08-23 02:51:27",5.4688
210,ella,oliver,ella.oliver@sakilacustomer.org,1,"751 lima loop",aden,99405,aden,yemen,31,137.69,"2005-05-30 16:34:02","2005-08-23 18:48:40",5.2258
211,stacey,montgomery,stacey.montgomery@sakilacustomer.org,1,"1333 haldia street",jilin,82161,fuyu,china,33,146.67,"2005-05-26 12:30:22","2005-08-23 09:07:11",5.4242
212,wilma,richards,wilma.richards@sakilacustomer.org,1,"660 jedda boulevard",washington,25053,bellevue,"united states",20,91.80,"2005-06-15 13:17:01","2005-08-23 18:05:10",5.8500
213,gina,williamson,gina.williamson@sakilacustomer.org,1,"1001 miyakonojo lane",taizz,67924,taizz,yemen,27,108.73,"2005-05-27 10:23:25","2005-08-21 22:45:21",4.4815
214,kristin,johnston,kristin.johnston@sakilacustomer.org,1,"226 brest manor",california,2299,sunnyvale,"united states",30,113.70,"2005-05-26 13:05:08","2005-08-23 08:03:25",4.7333
215,jessie,banks,jessie.banks@sakilacustomer.org,1,"1229 valencia parkway",haskovo,99124,"stara zagora",bulgaria,25,90.75,"2005-05-29 03:49:03","2005-08-23 15:37:31",3.5600
216,natalie,meyer,natalie.meyer@sakilacustomer.org,1,"1201 qomsheh manor",gois,21464,"aparecida de goiânia",brazil,21,89.79,"2005-05-31 00:08:25","2005-08-23 18:40:41",4.6190
217,agnes,bishop,agnes.bishop@sakilacustomer.org,1,"866 shivapuri manor","uttar pradesh",22474,sambhal,india,23,98.77,"2005-05-29 22:14:55","2005-08-22 19:02:48",4.8696
218,vera,mccoy,vera.mccoy@sakilacustomer.org,1,"1168 najafabad parkway",kabol,40301,kabul,afghanistan,18,67.82,"2005-06-15 20:25:53","2005-08-23 05:30:19",4.6667
219,willie,howell,willie.howell@sakilacustomer.org,1,"1244 allappuzha (alleppey) place","buenos aires",20657,"vicente lópez",argentina,25,96.75,"2005-05-27 14:48:20","2005-08-22 19:16:04",5.5200
220,charlene,alvarez,charlene.alvarez@sakilacustomer.org,1,"1842 luziânia boulevard","zanzibar west",94420,zanzibar,tanzania,27,114.73,"2005-05-27 14:10:58","2005-08-23 10:32:52",4.7037
221,bessie,morrison,bessie.morrison@sakilacustomer.org,1,"1926 gingoog street",sisilia,22824,syrakusa,italy,28,132.72,"2005-05-26 10:44:04","2005-08-22 12:53:22",5.6429
222,delores,hansen,delores.hansen@sakilacustomer.org,1,"810 palghat (palakkad) boulevard",jaroslavl,73431,jaroslavl,"russian federation",21,91.79,"2005-05-24 23:05:21","2005-08-21 08:58:38",6.0000
223,melinda,fernandez,melinda.fernandez@sakilacustomer.org,1,"1820 maringá parkway",punjab,88307,"mandi bahauddin",pakistan,17,80.83,"2005-05-28 03:57:28","2005-08-23 08:52:50",4.9412
224,pearl,garza,pearl.garza@sakilacustomer.org,1,"60 poços de caldas street",rajasthan,82338,jodhpur,india,22,76.78,"2005-06-15 18:08:14","2005-08-23 19:11:29",4.6818
225,arlene,harvey,arlene.harvey@sakilacustomer.org,1,"1014 loja manor","tamil nadu",66851,ambattur,india,26,120.74,"2005-05-29 20:00:30","2005-08-21 12:07:25",5.3077
226,maureen,little,maureen.little@sakilacustomer.org,1,"201 effon-alaiye way",asunción,64344,asunción,paraguay,21,87.79,"2005-06-21 16:58:50","2005-08-23 22:06:15",5.1429
227,colleen,burton,colleen.burton@sakilacustomer.org,1,"430 alessandria loop",saarland,47446,saarbrücken,germany,23,82.77,"2005-05-25 18:45:19","2005-08-23 20:07:08",5.6522
228,allison,stanley,allison.stanley@sakilacustomer.org,1,"754 valencia place","phnom penh",87911,"phnom penh",cambodia,25,88.75,"2005-05-28 00:24:58","2005-08-20 00:35:30",3.9600
229,tamara,nguyen,tamara.nguyen@sakilacustomer.org,1,"356 olomouc manor",gois,93323,anápolis,brazil,24,92.76,"2005-06-18 01:59:16","2005-08-23 17:47:40",4.6667
230,joy,george,joy.george@sakilacustomer.org,1,"1256 bislig boulevard",botosani,50598,botosani,romania,33,124.67,"2005-05-25 04:06:21","2005-08-21 08:38:21",4.9697
231,georgia,jacobs,georgia.jacobs@sakilacustomer.org,1,"954 kimchon place","west bengali",42420,uttarpara-kotrung,india,26,110.74,"2005-05-27 01:57:14","2005-08-22 22:51:13",5.3462
232,constance,reid,constance.reid@sakilacustomer.org,1,"885 yingkou manor",kaduna,31390,zaria,nigeria,25,95.75,"2005-05-25 03:42:37","2005-08-23 04:33:39",4.1200
233,lillie,kim,lillie.kim@sakilacustomer.org,1,"1736 cavite place",qina,98775,idfu,egypt,23,89.77,"2005-06-17 10:58:53","2005-08-23 15:03:58",4.6522
234,claudia,fuller,claudia.fuller@sakilacustomer.org,1,"346 skikda parkway",hawalli,90628,"jalib al-shuyukh",kuwait,25,110.75,"2005-05-31 17:23:44","2005-08-22 13:03:52",5.4000
235,jackie,lynch,jackie.lynch@sakilacustomer.org,1,"98 stara zagora boulevard",valle,76448,buenaventura,colombia,25,93.75,"2005-05-29 18:50:50","2005-08-22 09:33:08",4.2000
236,marcia,dean,marcia.dean@sakilacustomer.org,1,"1479 rustenburg boulevard","southern tagalog",18727,tanza,philippines,41,174.59,"2005-05-26 15:46:56","2005-08-21 21:50:53",5.0732
237,tanya,gilbert,tanya.gilbert@sakilacustomer.org,1,"647 a coruña (la coruña) street",chollanam,36971,naju,"south korea",33,144.67,"2005-05-25 21:48:30","2005-08-23 18:28:09",5.4848
238,nellie,garrett,nellie.garrett@sakilacustomer.org,1,"1964 gijón manor",karnataka,14408,shimoga,india,21,94.79,"2005-05-26 23:12:55","2005-08-23 01:05:00",4.6667
239,minnie,romero,minnie.romero@sakilacustomer.org,1,"47 syktyvkar lane","west java",22236,ciomas,indonesia,34,142.66,"2005-05-24 23:31:46","2005-08-20 22:34:34",4.3529
240,marlene,welch,marlene.welch@sakilacustomer.org,1,"1148 saarbrücken parkway",fukushima,1921,iwaki,japan,26,117.74,"2005-05-26 13:57:07","2005-08-23 08:06:49",4.1154
241,heidi,larson,heidi.larson@sakilacustomer.org,0,"1103 bilbays parkway",hubei,87660,xi´angfan,china,34,122.66,"2005-05-28 17:04:43","2005-08-23 13:14:15",4.8235
242,glenda,frazier,glenda.frazier@sakilacustomer.org,1,"1246 boksburg parkway",hebei,28349,qinhuangdao,china,32,140.68,"2005-05-25 18:30:05","2005-08-22 08:06:00",5.4688
243,lydia,burke,lydia.burke@sakilacustomer.org,1,"1483 pathankot street",tucumn,37288,"san miguel de tucumán",argentina,24,82.76,"2005-05-26 05:47:12","2005-08-21 21:02:55",3.9167
244,viola,hanson,viola.hanson@sakilacustomer.org,1,"582 papeete loop","central visayas",27722,lapu-lapu,philippines,31,124.69,"2005-05-28 13:21:08","2005-08-22 07:07:50",5.6452
245,courtney,day,courtney.day@sakilacustomer.org,1,"300 junan street",kyonggi,81314,uijongbu,"south korea",31,129.69,"2005-05-25 12:11:07","2005-08-23 13:43:26",5.3226
246,marian,mendoza,marian.mendoza@sakilacustomer.org,1,"829 grand prairie way",paraná,6461,maringá,brazil,23,107.77,"2005-05-25 20:46:11","2005-08-23 12:26:19",5.0870
247,stella,moreno,stella.moreno@sakilacustomer.org,1,"1473 changhwa parkway",mxico,75933,"coacalco de berriozábal",mexico,22,104.78,"2005-05-26 06:01:41","2005-08-23 13:45:44",5.2727
248,caroline,bowman,caroline.bowman@sakilacustomer.org,1,"1309 weifang street",florida,57338,tallahassee,"united states",15,50.85,"2005-05-27 02:15:30","2005-08-22 03:58:29",4.8000
249,dora,medina,dora.medina@sakilacustomer.org,1,"1760 oshawa manor",tianjin,38140,tianjin,china,23,107.77,"2005-05-26 23:22:55","2005-08-22 14:33:50",5.8261
250,jo,fowler,jo.fowler@sakilacustomer.org,1,"786 stara zagora way","oyo & osun",98332,oyo,nigeria,20,73.80,"2005-05-25 09:01:57","2005-08-22 17:52:05",4.2500
251,vickie,brewer,vickie.brewer@sakilacustomer.org,1,"1966 tonghae street","anhalt sachsen",36481,halle/saale,germany,30,119.70,"2005-05-26 16:00:49","2005-08-23 16:23:08",4.5333
252,mattie,hoffman,mattie.hoffman@sakilacustomer.org,1,"1497 yuzhou drive",england,3433,london,"united kingdom",21,59.79,"2005-05-29 03:18:19","2005-08-21 23:52:32",3.9048
253,terry,carlson,terry.carlson@sakilacustomer.org,1,"752 ondo loop",miyazaki,32474,miyakonojo,japan,29,127.71,"2005-05-28 09:51:39","2005-08-22 17:12:29",5.4138
254,maxine,silva,maxine.silva@sakilacustomer.org,1,"1338 zalantun lane","minas gerais",45403,"poços de caldas",brazil,32,116.68,"2005-05-26 05:01:18","2005-08-23 13:25:08",4.4063
255,irma,pearson,irma.pearson@sakilacustomer.org,1,"127 iwakuni boulevard","central luzon",20777,hagonoy,philippines,18,70.82,"2005-06-15 04:31:28","2005-08-21 17:45:21",5.4444
256,mabel,holland,mabel.holland@sakilacustomer.org,1,"51 laredo avenue",sagaing,68146,monywa,myanmar,30,112.70,"2005-05-25 06:49:10","2005-08-23 16:18:12",4.6667
257,marsha,douglas,marsha.douglas@sakilacustomer.org,1,"771 yaoundé manor",sofala,86768,beira,mozambique,37,151.63,"2005-05-25 23:00:21","2005-08-23 19:51:29",4.8378
258,myrtle,fleming,myrtle.fleming@sakilacustomer.org,1,"532 toulon street",santiago,69517,"santiago de los caballeros","dominican republic",24,110.76,"2005-06-16 16:38:10","2005-08-22 04:31:37",5.0833
259,lena,jensen,lena.jensen@sakilacustomer.org,1,"1027 banjul place","west bengali",50390,halisahar,india,32,168.68,"2005-05-29 05:30:31","2005-08-23 09:52:55",5.9375
260,christy,vargas,christy.vargas@sakilacustomer.org,1,"1158 mandi bahauddin parkway",shanxi,98484,datong,china,31,122.69,"2005-05-31 14:13:59","2005-08-21 17:59:09",4.8710
261,deanna,byrd,deanna.byrd@sakilacustomer.org,1,"862 xintai lane","cagayan valley",30065,tuguegarao,philippines,26,107.74,"2005-05-25 00:19:27","2005-08-22 23:08:46",4.8846
262,patsy,davidson,patsy.davidson@sakilacustomer.org,1,"816 cayenne parkway",manab,93629,portoviejo,ecuador,28,119.72,"2005-05-30 22:17:17","2005-08-23 17:57:35",4.6786
263,hilda,hopkins,hilda.hopkins@sakilacustomer.org,1,"1831 nam dinh loop","national capital reg",51990,mandaluyong,philippines,28,121.72,"2005-05-25 16:34:24","2005-08-23 18:07:31",4.6786
264,gwendolyn,may,gwendolyn.may@sakilacustomer.org,1,"446 kirovo-tšepetsk lane",osaka,19428,higashiosaka,japan,24,95.76,"2005-06-14 23:16:27","2005-08-23 06:19:12",5.1250
265,jennie,terry,jennie.terry@sakilacustomer.org,1,"682 halisahar place","severn morava",20536,olomouc,"czech republic",29,133.71,"2005-05-25 11:09:48","2005-08-22 05:59:59",5.1724
266,nora,herrera,nora.herrera@sakilacustomer.org,1,"1587 loja manor",salzburg,5410,salzburg,austria,28,118.72,"2005-05-25 13:36:12","2005-08-22 21:06:00",4.9643
267,margie,wade,margie.wade@sakilacustomer.org,1,"1762 paarl parkway",hunan,53928,lengshuijiang,china,34,151.66,"2005-05-25 14:57:22","2005-08-23 17:30:40",5.2059
268,nina,soto,nina.soto@sakilacustomer.org,1,"1519 ilorin place",kerala,49298,"palghat (palakkad)",india,29,123.71,"2005-06-15 16:17:21","2005-08-22 15:49:54",5.0690
269,cassandra,walters,cassandra.walters@sakilacustomer.org,1,"920 kumbakonam loop",california,75090,salinas,"united states",28,125.72,"2005-05-24 23:11:53","2005-08-23 13:54:39",4.7857
270,leah,curtis,leah.curtis@sakilacustomer.org,1,"906 goiânia way",wielkopolskie,83565,kalisz,poland,25,104.75,"2005-05-26 06:41:48","2005-08-23 07:10:22",5.4000
271,penny,neal,penny.neal@sakilacustomer.org,0,"1675 xi´angfan manor","tamil nadu",11763,kumbakonam,india,18,68.82,"2005-05-31 13:30:49","2005-08-22 17:48:42",5.1111
272,kay,caldwell,kay.caldwell@sakilacustomer.org,1,"85 san felipe de puerto plata drive",shandong,46063,yantai,china,20,98.80,"2005-05-25 04:18:51","2005-08-20 16:07:55",4.8500
273,priscilla,lowe,priscilla.lowe@sakilacustomer.org,1,"144 south hill loop",guanajuato,2012,salamanca,mexico,35,157.65,"2005-05-25 19:46:21","2005-08-23 12:50:00",5.2000
274,naomi,jennings,naomi.jennings@sakilacustomer.org,1,"1884 shikarpur avenue",haryana,85548,karnal,india,34,151.66,"2005-05-26 00:17:50","2005-08-23 15:01:54",5.1471
275,carole,barnett,carole.barnett@sakilacustomer.org,1,"1980 kamjanets-podilskyi street",illinois,89502,peoria,"united states",30,108.70,"2005-05-27 03:15:23","2005-08-23 02:30:23",4.7667
276,brandy,graves,brandy.graves@sakilacustomer.org,1,"1944 bamenda way",michigan,24645,warren,"united states",28,122.72,"2005-05-29 08:10:07","2005-08-23 18:08:19",4.8214
277,olga,jimenez,olga.jimenez@sakilacustomer.org,1,"556 baybay manor","oyo & osun",55802,ogbomosho,nigeria,32,144.68,"2005-05-26 22:01:39","2005-08-22 21:05:50",4.8125
278,billie,horton,billie.horton@sakilacustomer.org,1,"457 tongliao loop",bursa,56254,inegöl,turkey,26,88.74,"2005-05-31 12:15:57","2005-08-23 21:30:45",3.9231
279,dianne,shelton,dianne.shelton@sakilacustomer.org,1,"600 bradford street","east azerbaidzan",96204,tabriz,iran,30,130.70,"2005-05-30 21:37:11","2005-08-23 06:50:27",5.2333
280,tracey,barrett,tracey.barrett@sakilacustomer.org,1,"1006 santa bárbara d´oeste manor","ondo & ekiti",36229,owo,nigeria,27,118.73,"2005-05-31 02:39:16","2005-08-23 19:09:39",4.4444
281,leona,obrien,leona.obrien@sakilacustomer.org,1,"1308 sumy loop",fujian,30657,fuzhou,china,14,50.86,"2005-05-28 19:45:40","2005-08-21 03:40:40",5.5000
282,jenny,castro,jenny.castro@sakilacustomer.org,1,"1405 chisinau place",ponce,8160,ponce,"puerto rico",26,102.74,"2005-05-25 06:20:46","2005-08-23 04:15:41",5.1923
283,felicia,sutton,felicia.sutton@sakilacustomer.org,1,"226 halifax street",xinxiang,58492,korla,china,28,86.72,"2005-06-16 16:56:00","2005-08-23 15:29:41",3.9643
284,sonia,gregory,sonia.gregory@sakilacustomer.org,1,"1279 udine parkway","edo & delta",75860,"benin city",nigeria,26,120.74,"2005-05-27 15:32:57","2005-08-22 13:19:19",5.7692
285,miriam,mckinney,miriam.mckinney@sakilacustomer.org,1,"1336 benin city drive",shiga,46044,otsu,japan,26,135.74,"2005-06-14 23:07:08","2005-08-23 02:06:41",5.3077
286,velma,lucas,velma.lucas@sakilacustomer.org,1,"1155 liaocheng place","oyo & osun",22650,effon-alaiye,nigeria,27,117.73,"2005-05-25 12:15:19","2005-08-23 07:28:22",5.7037
287,becky,miles,becky.miles@sakilacustomer.org,1,"1993 tabuk lane","tamil nadu",64221,tambaram,india,28,114.72,"2005-05-28 01:01:21","2005-08-23 07:05:15",5.1786
288,bobbie,craig,bobbie.craig@sakilacustomer.org,1,"86 higashiosaka lane",guanajuato,33768,"valle de santiago",mexico,24,80.76,"2005-05-25 15:54:16","2005-08-22 12:41:33",4.2917
289,violet,rodriquez,violet.rodriquez@sakilacustomer.org,1,"1912 allende manor","kowloon and new kowl",58124,"kowloon and new kowloon","hong kong",30,142.70,"2005-06-17 03:08:59","2005-08-22 05:03:59",5.4333
290,kristina,chambers,kristina.chambers@sakilacustomer.org,1,"544 tarsus boulevard",gurico,53145,"valle de la pascua",venezuela,28,109.72,"2005-05-26 01:46:20","2005-08-20 08:57:51",5.2500
